customerID,Churn,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_PaperlessBilling,account_Charges_Monthly,account_Charges_Total,customer_gender_Male,internet_InternetService_Fiber optic,internet_InternetService_No,account_Contract_One year,account_Contract_Two year,account_PaymentMethod_Credit card (automatic),account_PaymentMethod_Electronic check,account_PaymentMethod_Mailed check
2696-NARTR,1,0,0,0,11,1,0,0,0,0,1,0,0,1,73.85,926.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2696-RZVZW,0,0,1,0,68,1,1,0,0,0,0,0,0,0,25.05,1629.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2697-NQBPF,0,0,0,0,34,1,1,0,1,0,1,1,1,1,105.35,3540.65,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2700-LUEVA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.75,20.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2703-AMTUL,0,0,1,1,36,1,0,1,1,0,0,0,0,0,53.65,1939.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2706-QZIHY,0,0,1,0,15,1,1,0,0,0,0,0,0,0,25.2,387.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2709-UQGNP,0,0,0,0,10,1,0,1,0,0,0,0,0,1,51.65,524.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2710-WYVXG,0,0,0,0,3,1,0,1,1,0,1,0,1,0,71.1,213.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2712-SYWAY,0,0,0,0,1,1,1,0,0,0,0,0,0,1,25.7,25.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2716-GFZOR,0,0,1,0,43,1,0,1,1,1,0,0,0,1,86.1,3551.65,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2717-HVIZY,0,0,0,1,8,1,0,0,0,0,0,0,0,0,20.05,163.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2718-GAXQD,1,1,1,1,4,1,0,0,0,0,0,0,0,0,46.0,181.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2718-YSKCS,0,0,1,1,71,1,0,0,0,0,0,0,0,1,19.6,1387.45,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2719-BDAQO,1,0,0,0,17,1,0,1,0,0,0,1,1,0,93.85,1625.65,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2720-FVBQP,0,0,1,1,6,1,1,0,0,0,0,0,0,1,48.95,273.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2720-WGKHP,1,1,0,0,2,1,1,0,0,0,0,1,1,1,94.0,181.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2722-JMONI,1,1,1,0,1,1,0,1,0,0,0,0,0,1,49.55,49.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2722-VOJQL,1,0,0,0,64,1,1,0,1,0,1,1,1,1,105.65,6903.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2724-FJDYW,0,0,0,1,39,0,0,0,0,1,1,1,1,0,54.85,2191.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2725-IWWBA,0,0,1,1,46,1,0,1,0,1,1,0,0,0,56.9,2560.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2725-KXXWT,1,0,1,0,1,1,0,0,0,0,0,1,1,1,90.75,90.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2725-TTRIQ,0,0,1,1,72,1,1,1,0,1,1,1,1,1,84.2,5986.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2729-VNVAP,0,0,1,1,33,1,0,0,0,0,0,0,0,0,19.8,641.35,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2731-GJRDG,0,0,0,0,32,1,1,1,0,1,1,1,1,1,109.55,3608.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2732-ISEZX,0,0,0,0,5,1,0,0,0,0,0,0,0,1,20.5,104.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2737-WFVYW,1,0,0,0,2,0,0,0,0,0,0,1,1,1,45.25,85.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2737-YNGYW,1,0,0,0,2,1,0,0,0,0,0,0,1,0,80.55,184.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2739-CACDQ,0,1,0,0,17,1,1,0,0,1,0,0,0,1,82.65,1470.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2739-CCZMB,0,0,0,1,5,1,0,0,0,0,0,0,0,0,20.35,122.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2740-JFBOK,0,0,0,0,10,1,1,0,0,0,0,0,0,1,24.0,226.55,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2740-TVLFN,0,0,0,0,1,1,1,0,0,0,0,0,0,1,50.15,50.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2746-DIJLO,0,0,0,0,41,1,1,0,1,0,0,0,0,1,56.3,2364.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2748-MYRVK,1,0,0,0,63,1,1,0,1,0,0,1,1,0,99.9,6137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2749-CTKAJ,0,0,1,1,22,1,0,0,0,0,0,0,0,0,20.15,419.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2750-BJLSB,0,0,0,0,47,1,0,1,0,1,1,1,1,1,103.7,4730.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2753-JMMCV,0,0,0,0,65,1,1,0,1,1,1,0,1,1,74.2,4805.65,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2754-SDJRD,0,1,0,0,8,1,1,0,0,0,1,1,1,1,100.15,908.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2754-VDLTR,1,0,0,1,10,1,1,0,0,0,0,1,1,0,95.2,930.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2754-XBHTB,1,0,0,0,9,1,0,0,0,0,0,1,0,1,77.65,714.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2758-RNWXS,0,0,0,0,35,1,0,1,0,0,1,0,1,1,89.2,3251.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2761-OCIAX,1,1,0,0,2,1,0,0,1,0,0,0,0,1,74.7,165.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2761-XECQW,0,1,1,0,8,0,0,0,1,1,0,0,1,1,43.35,371.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2770-NSVDG,0,0,1,0,24,0,0,0,0,1,0,0,0,0,29.1,688.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2773-MADBQ,0,0,0,0,36,0,0,1,1,1,1,0,1,1,53.1,1901.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2773-OVBPK,0,0,1,0,67,1,1,0,1,1,1,1,1,1,111.3,7567.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2774-LVQUS,1,1,1,0,15,1,1,0,0,1,1,0,0,1,83.05,1258.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2775-SEFEE,0,0,0,1,0,1,1,1,1,0,1,0,0,1,61.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2777-PHDEI,1,0,0,0,1,1,0,0,0,0,0,1,0,0,78.05,78.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2778-OCLGR,1,1,1,0,24,0,0,1,0,0,0,0,1,0,39.1,971.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782-JEEBU,0,0,0,0,21,0,0,0,1,0,1,0,0,1,36.0,780.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2782-LFZVW,0,0,0,0,11,1,1,0,0,0,0,0,1,1,58.95,601.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2786-GCDPI,0,1,0,0,50,1,1,0,0,1,1,1,1,1,104.95,5222.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2788-CJQAQ,0,0,0,0,13,1,0,0,0,0,0,0,0,0,19.45,270.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2789-CZANW,0,0,1,1,64,1,1,1,1,0,1,1,1,0,110.3,6997.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2789-HQBOU,0,0,0,0,3,1,0,0,0,0,0,0,1,1,80.35,253.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2790-XUYMV,0,0,0,1,71,1,1,1,1,0,0,0,0,1,85.45,6028.95,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2791-SFVEW,0,0,0,0,9,1,0,0,0,0,0,0,0,0,20.15,238.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2792-LSHWX,0,0,0,0,1,1,0,1,1,0,1,0,0,1,83.4,83.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2792-VPPET,0,0,0,0,3,1,0,0,0,0,0,0,0,1,20.5,76.95,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2794-XIMMO,1,0,1,0,53,0,0,0,1,1,1,1,1,1,60.45,3184.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2796-NNUFI,0,0,1,1,46,1,0,0,0,0,0,0,0,1,19.95,927.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2796-UUZZO,0,0,1,1,63,1,0,0,1,1,0,0,0,1,80.3,4896.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2798-NYLMZ,0,0,1,0,71,1,1,1,0,1,1,1,1,1,108.55,7616.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2799-ARNLO,0,1,1,0,5,1,0,0,0,0,0,0,0,1,69.35,341.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2799-TSLAG,0,0,1,1,65,1,1,0,0,0,0,0,0,1,25.3,1748.55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2800-QQUSO,0,0,0,0,42,1,1,0,0,0,1,1,1,1,100.3,4222.95,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2800-VEQXM,0,0,0,0,3,1,0,0,0,1,0,0,0,1,74.75,238.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2801-NISEI,0,0,0,0,24,1,0,1,0,0,1,0,0,0,54.95,1348.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2804-ETQDK,0,0,0,1,66,1,0,0,0,0,0,0,0,0,20.55,1357.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2805-AUFQN,0,0,0,0,25,1,0,0,0,0,0,0,0,0,19.8,475.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2805-EDJPQ,0,0,1,1,56,1,1,0,1,1,1,0,1,1,99.75,5608.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2806-MLNTI,0,1,1,0,52,1,1,0,1,1,0,1,1,1,105.1,5376.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2808-CHTDM,0,0,1,1,23,1,1,0,0,0,0,0,0,0,25.1,611.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2809-ILCYT,0,0,1,0,25,1,1,0,0,0,0,0,0,1,26.8,733.55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2809-ZMYOQ,0,0,0,0,32,1,1,0,0,1,0,1,1,1,101.35,3334.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2810-FTLEM,1,0,0,0,16,1,0,1,0,0,0,0,0,1,50.15,762.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2811-POVEX,0,1,1,1,23,1,0,0,1,1,0,0,1,1,88.45,2130.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2812-ENYMO,0,0,0,0,26,0,0,1,0,0,1,1,1,0,54.55,1362.85,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2812-REYAT,0,0,1,0,49,1,0,0,0,0,0,0,0,1,20.05,923.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2812-SFXMJ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20.05,20.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2815-CPTUL,1,1,0,0,5,1,0,0,0,0,0,0,0,1,70.25,331.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2817-LVCPP,0,0,0,0,50,1,0,0,0,0,0,0,0,0,19.4,1023.95,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2817-NTQDO,1,0,0,0,13,0,0,1,0,0,1,1,0,1,45.55,597.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2819-GWENI,0,0,1,1,28,1,0,0,0,0,0,0,0,0,19.9,543.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2821-WARNZ,0,0,0,1,49,1,0,0,0,0,0,0,0,0,19.45,921.3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2823-LKABH,0,0,0,0,18,1,1,0,0,1,1,0,1,1,95.05,1679.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2824-DXNKN,0,0,1,1,72,1,1,1,0,1,0,1,0,1,71.45,5025.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2824-MYYBN,0,0,1,1,37,1,1,0,0,0,0,1,1,1,95.25,3314.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2826-DXLQO,0,1,1,0,7,0,0,1,0,0,0,0,0,0,29.8,220.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826-UWHIS,0,0,1,0,45,1,1,0,1,0,0,0,0,0,81.4,3775.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2828-SLQPF,0,0,0,0,19,1,0,0,0,0,0,0,0,1,45.0,865.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2829-HYVZP,0,0,0,0,29,1,0,0,0,0,0,0,0,1,19.8,572.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2830-LEWOA,0,0,1,1,61,1,0,0,1,1,1,1,1,0,103.9,6449.15,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2831-EBWRN,0,0,0,0,4,1,0,0,0,0,0,0,0,1,45.9,199.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2832-KJCRD,0,0,0,0,38,1,1,0,0,1,1,1,1,1,103.65,3988.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2832-SCUCO,0,0,0,0,2,1,0,0,0,0,0,0,0,0,19.9,57.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2833-SLKDQ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.05,45.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2834-JKOOW,0,0,0,0,15,0,0,1,1,1,1,0,0,0,45.9,693.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2834-JRTUA,1,0,0,0,71,1,1,1,0,1,1,1,1,1,108.05,7532.15,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2834-SPCJV,1,0,1,0,52,1,0,1,0,0,0,1,0,0,84.1,4348.65,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2839-RFSQE,1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.65,38.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2840-XANRC,1,1,1,0,24,1,0,0,0,1,0,1,1,1,93.15,2231.05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2842-BCQGE,0,0,0,0,43,1,1,0,0,0,0,0,0,1,75.35,3161.4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2842-JTCCU,1,0,0,0,2,1,0,0,0,0,0,0,0,0,46.05,80.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843-CQMEG,0,0,0,0,24,1,0,0,1,0,0,0,0,1,49.7,1218.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2845-AFFTX,1,1,1,0,41,1,1,0,0,1,0,1,1,1,99.8,4259.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2845-HSJCY,1,0,1,1,14,1,1,0,0,1,0,0,1,1,87.25,1258.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2845-KDHVX,0,0,1,0,64,1,0,0,1,1,1,0,1,1,68.3,4378.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2848-YXSMW,0,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2851-MMUTZ,0,0,0,0,27,1,0,0,1,0,1,0,0,1,56.15,1439.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2851-STERV,0,1,0,0,35,1,0,0,0,1,1,1,1,1,73.0,2471.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2853-CWQFQ,0,0,0,1,1,1,0,0,0,0,1,0,1,1,59.55,59.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2856-HYAPG,1,0,0,0,1,1,0,0,0,0,0,0,0,0,68.65,68.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2856-NNASM,1,1,0,0,43,1,0,0,0,0,0,1,1,1,89.55,3856.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2858-EIMXH,0,1,1,0,53,1,1,0,0,0,0,1,1,1,95.85,5016.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2858-MOFSQ,1,0,0,1,17,1,1,0,0,1,0,0,0,1,55.85,937.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2860-RANUS,1,1,0,0,20,1,1,0,0,0,0,0,1,1,85.8,1727.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2862-JVEOY,0,0,0,0,6,1,0,0,0,0,0,0,0,0,19.15,124.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2862-PFNIK,0,0,0,1,1,0,0,0,0,0,0,0,0,1,24.7,24.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2863-IMQDR,0,0,0,0,61,1,1,1,1,1,1,1,1,0,89.65,5308.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2865-TCHJW,1,1,0,0,4,1,1,0,0,1,0,1,0,1,89.2,346.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2866-IKBTM,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2867-UIMSS,1,0,0,0,1,1,0,0,0,0,0,0,1,0,80.5,80.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2868-LLSKM,0,0,1,1,68,1,1,0,1,0,1,0,0,1,83.65,5733.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2868-MZAGQ,1,0,0,0,1,1,0,0,0,0,0,0,1,1,79.25,79.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2868-SNELZ,1,0,0,0,2,1,1,0,0,1,0,0,0,0,80.6,155.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2869-ADAWR,1,0,0,0,45,1,1,0,1,0,0,1,0,1,89.3,4016.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2873-ZLIWT,1,0,1,1,40,1,1,0,0,1,1,0,0,1,84.85,3303.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2874-YXVVA,0,0,0,0,34,1,0,0,1,1,1,1,1,1,105.1,3634.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2876-GZYZC,0,0,0,0,13,1,1,0,0,0,0,0,1,1,85.95,1215.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2876-VBBBL,1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2877-VDUER,0,0,1,1,35,0,0,0,0,0,1,1,0,0,40.9,1383.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2878-DHMIN,0,0,1,1,35,1,0,0,0,0,0,0,0,0,19.9,666.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2878-RMWXY,0,1,1,0,72,1,1,1,1,1,0,0,1,1,102.65,7550.3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2880-FPNAE,0,1,1,0,2,1,0,0,0,1,0,0,0,1,74.2,140.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2882-DDZPG,0,0,0,0,12,1,0,0,0,0,0,0,0,0,19.45,227.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2882-WDTBA,0,0,1,1,69,1,0,1,1,1,1,1,0,1,75.75,5388.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2883-ILGWO,0,1,0,0,57,1,1,0,1,0,1,1,1,1,104.9,5913.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2884-GBPFB,1,0,1,0,35,1,0,0,0,0,0,0,0,1,70.3,2416.55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2885-HIJDH,0,0,1,1,69,1,1,1,0,1,1,1,1,0,86.9,6194.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2886-KEFUM,1,0,1,0,63,1,1,0,1,1,0,1,1,1,107.5,6873.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2887-JPYLU,0,0,0,1,41,1,0,0,0,0,0,0,0,0,45.2,1841.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2888-ADFAO,0,0,1,1,47,1,0,0,0,0,0,0,0,1,21.3,1041.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2889-FPWRM,1,0,1,0,72,1,1,1,1,1,1,1,1,1,117.8,8684.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2890-WFBHU,0,0,0,0,59,1,1,1,1,1,1,0,1,0,79.85,4786.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2892-GESUL,0,0,1,1,18,1,0,0,0,0,0,0,0,0,19.35,309.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2894-QOJRX,1,0,1,0,25,0,0,0,0,0,0,1,0,1,34.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896-TBNBE,0,0,1,0,40,1,0,0,1,1,0,0,0,0,80.8,3132.75,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2897-DOVND,0,0,0,0,2,1,0,0,0,0,0,0,0,1,69.8,146.65,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2898-LSJGD,1,0,1,1,21,0,0,1,0,1,0,1,1,1,55.95,1157.05,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2898-MRKPI,0,0,1,1,68,1,1,0,1,0,0,1,1,1,101.05,6770.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2900-PHPLN,0,1,1,0,70,1,0,0,0,0,0,0,0,1,19.55,1462.05,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2903-YYTBW,0,0,1,1,1,1,0,0,0,0,0,0,0,0,44.55,44.55,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2904-GGUAZ,0,0,1,0,72,1,1,1,1,0,0,0,0,1,84.05,6052.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2905-KFQUV,0,0,1,0,2,1,0,0,0,0,0,0,0,1,70.4,154.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2907-ILJBN,0,0,1,1,11,1,0,0,0,0,0,0,0,0,20.6,233.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2908-WGAXL,0,0,1,1,56,1,1,0,0,0,0,0,0,1,24.95,1468.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2908-ZTPNF,0,0,0,0,36,0,0,0,1,0,1,0,0,1,34.85,1267.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911-IJORQ,0,0,0,0,37,1,1,1,1,1,1,1,1,1,90.6,3358.65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2911-UREFD,1,0,1,0,39,0,0,1,0,1,0,1,1,0,55.9,2184.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2911-WDXMV,0,0,0,1,18,1,1,0,0,1,0,0,0,1,80.55,1406.65,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2916-BQZLN,0,0,0,0,19,1,1,1,0,1,0,0,0,1,84.75,1651.95,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2919-HBCJO,1,0,0,0,4,1,0,0,1,0,0,0,0,1,76.65,333.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2920-RNCEZ,0,0,1,1,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2921-XWDJH,0,1,1,0,38,1,0,1,0,0,0,0,1,1,83.45,3147.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2923-ARZLG,0,0,1,1,0,1,0,0,0,0,0,0,0,1,19.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2924-KHUVI,0,0,1,0,56,1,1,1,0,0,0,1,1,1,100.55,5514.95,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2925-MXLSX,0,0,0,0,30,1,1,0,1,1,0,1,0,1,68.95,2038.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2925-VDZHY,0,0,1,1,72,1,1,1,1,1,1,1,1,0,88.7,6501.35,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2926-JEJJC,0,0,0,0,8,1,0,0,0,0,0,0,0,1,20.2,140.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2927-CVULT,0,0,1,1,53,1,1,1,1,1,1,0,1,1,104.05,5566.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2927-QRRQV,0,0,1,0,46,1,1,0,1,1,0,1,0,1,94.65,4312.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2928-HLDBA,0,0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2929-ERCFZ,1,0,1,1,8,1,0,0,0,1,0,1,1,1,94.2,777.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2929-QNSRW,1,0,1,0,56,1,1,0,1,0,0,1,1,1,98.25,5508.35,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2930-UOTMB,1,0,0,0,31,1,1,1,0,1,1,0,0,0,65.25,1994.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2931-FSOHN,0,1,0,0,13,1,0,0,1,0,0,1,0,1,59.9,788.35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
